trial_id,word,word_kind,phon,wording,model,vendor,tier,temperature,round_body,soft_texture,lavender_purple,six_legs,humming_vocal,bioluminescence,large_eyes,spiral_tail,object_collecting,mood_color,waddle_gait,shy_gentle,curious,name_from_sound
quumble__W2__claude-haiku-4-5__t1__r067,quumble,target,self,W2,claude-haiku-4-5,anthropic,small,1.0,1,1,0,0,0,1,0,0,0,0,1,1,1,0
quumble__W2__claude-haiku-4-5__t1__r068,quumble,target,self,W2,claude-haiku-4-5,anthropic,small,1.0,1,1,1,0,1,1,1,0,0,0,1,1,1,0
quumble__W2__claude-haiku-4-5__t1__r069,quumble,target,self,W2,claude-haiku-4-5,anthropic,small,1.0,1,1,1,0,0,1,1,1,1,0,0,1,1,0
quumble__W2__claude-haiku-4-5__t1__r070,quumble,target,self,W2,claude-haiku-4-5,anthropic,small,1.0,1,1,1,0,0,1,1,0,1,0,1,1,1,0
quumble__W2__claude-haiku-4-5__t1__r071,quumble,target,self,W2,claude-haiku-4-5,anthropic,small,1.0,1,1,1,0,1,1,1,0,0,0,1,1,1,0
quumble__W2__claude-haiku-4-5__t1__r072,quumble,target,self,W2,claude-haiku-4-5,anthropic,small,1.0,1,1,0,0,1,1,1,0,1,0,1,1,1,0
quumble__W2__claude-haiku-4-5__t1__r073,quumble,target,self,W2,claude-haiku-4-5,anthropic,small,1.0,1,1,0,0,1,1,1,0,0,0,0,1,1,0
quumble__W2__claude-haiku-4-5__t1__r074,quumble,target,self,W2,claude-haiku-4-5,anthropic,small,1.0,1,1,0,0,1,0,1,0,0,0,1,1,1,0
quumble__W2__claude-haiku-4-5__t1__r075,quumble,target,self,W2,claude-haiku-4-5,anthropic,small,1.0,1,1,1,0,1,1,1,0,1,0,1,1,1,0
quumble__W2__claude-haiku-4-5__t1__r076,quumble,target,self,W2,claude-haiku-4-5,anthropic,small,1.0,1,1,1,0,1,1,1,0,1,0,1,1,1,0
quumble__W2__claude-haiku-4-5__t1__r077,quumble,target,self,W2,claude-haiku-4-5,anthropic,small,1.0,0,1,1,0,1,1,1,0,0,0,0,1,1,0
quumble__W2__claude-haiku-4-5__t1__r078,quumble,target,self,W2,claude-haiku-4-5,anthropic,small,1.0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
quumble__W2__claude-haiku-4-5__t1__r079,quumble,target,self,W2,claude-haiku-4-5,anthropic,small,1.0,1,1,1,0,1,1,1,0,0,1,1,1,1,0
quumble__W2__claude-haiku-4-5__t1__r080,quumble,target,self,W2,claude-haiku-4-5,anthropic,small,1.0,1,1,1,0,1,0,1,1,0,0,1,1,1,0
quumble__W2__claude-haiku-4-5__t1__r081,quumble,target,self,W2,claude-haiku-4-5,anthropic,small,1.0,1,1,1,0,1,0,0,0,0,0,1,1,1,0
quumble__W2__claude-haiku-4-5__t1__r082,quumble,target,self,W2,claude-haiku-4-5,anthropic,small,1.0,1,1,1,0,1,1,1,0,0,0,0,0,1,0
quumble__W2__claude-haiku-4-5__t1__r083,quumble,target,self,W2,claude-haiku-4-5,anthropic,small,1.0,1,1,0,0,0,1,1,1,0,0,0,1,1,0
quumble__W2__claude-haiku-4-5__t1__r084,quumble,target,self,W2,claude-haiku-4-5,anthropic,small,1.0,1,1,1,0,1,1,0,0,0,0,1,1,1,0
quumble__W2__claude-haiku-4-5__t1__r085,quumble,target,self,W2,claude-haiku-4-5,anthropic,small,1.0,1,1,0,0,1,1,0,0,0,0,1,1,1,0
quumble__W2__claude-haiku-4-5__t1__r086,quumble,target,self,W2,claude-haiku-4-5,anthropic,small,1.0,1,1,0,0,1,1,1,0,0,0,0,1,1,0
quumble__W2__claude-haiku-4-5__t1__r087,quumble,target,self,W2,claude-haiku-4-5,anthropic,small,1.0,1,1,1,1,1,1,0,0,0,0,1,1,1,0
quumble__W2__claude-haiku-4-5__t1__r088,quumble,target,self,W2,claude-haiku-4-5,anthropic,small,1.0,1,1,1,0,0,0,0,0,1,0,0,1,1,0
quumble__W2__claude-haiku-4-5__t1__r089,quumble,target,self,W2,claude-haiku-4-5,anthropic,small,1.0,1,1,1,0,0,0,1,0,1,0,0,1,1,0
quumble__W2__claude-haiku-4-5__t1__r090,quumble,target,self,W2,claude-haiku-4-5,anthropic,small,1.0,1,1,1,0,1,1,0,0,1,0,0,1,1,0
quumble__W2__claude-haiku-4-5__t1__r091,quumble,target,self,W2,claude-haiku-4-5,anthropic,small,1.0,1,1,0,0,1,1,1,0,1,0,1,1,1,0
quumble__W2__claude-haiku-4-5__t1__r092,quumble,target,self,W2,claude-haiku-4-5,anthropic,small,1.0,1,1,0,0,1,1,1,0,0,0,1,1,1,0
quumble__W2__claude-haiku-4-5__t1__r093,quumble,target,self,W2,claude-haiku-4-5,anthropic,small,1.0,1,1,1,0,1,1,1,1,0,0,0,1,1,0
quumble__W2__claude-haiku-4-5__t1__r094,quumble,target,self,W2,claude-haiku-4-5,anthropic,small,1.0,1,1,1,0,1,1,1,1,0,0,1,1,1,0
quumble__W2__claude-haiku-4-5__t1__r095,quumble,target,self,W2,claude-haiku-4-5,anthropic,small,1.0,1,1,1,0,1,1,1,0,0,0,1,1,1,0
quumble__W2__claude-haiku-4-5__t1__r096,quumble,target,self,W2,claude-haiku-4-5,anthropic,small,1.0,1,1,0,1,0,0,1,0,1,1,0,1,1,0
quumble__W2__claude-haiku-4-5__t1__r097,quumble,target,self,W2,claude-haiku-4-5,anthropic,small,1.0,1,1,1,0,1,0,0,0,0,0,1,1,1,0
quumble__W2__claude-haiku-4-5__t1__r098,quumble,target,self,W2,claude-haiku-4-5,anthropic,small,1.0,1,1,1,1,1,1,0,0,1,0,1,1,1,0
quumble__W2__claude-haiku-4-5__t1__r099,quumble,target,self,W2,claude-haiku-4-5,anthropic,small,1.0,0,1,0,0,0,1,1,0,0,0,1,1,1,0
quumble__W2__claude-haiku-4-5__t1__r100,quumble,target,self,W2,claude-haiku-4-5,anthropic,small,1.0,1,1,0,0,1,0,0,1,0,0,0,1,1,0
quumble__W2__claude-sonnet-4-6__t0__r001,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,0.0,1,1,0,0,1,1,1,0,0,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t0__r002,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,0.0,1,1,1,0,1,0,1,0,1,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t0__r003,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,0.0,1,1,0,0,1,0,1,0,0,0,1,1,0,0
quumble__W2__claude-sonnet-4-6__t0__r004,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,0.0,1,1,1,0,1,1,1,0,1,0,1,0,1,0
quumble__W2__claude-sonnet-4-6__t0__r005,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,0.0,1,1,1,0,1,1,0,1,1,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t0__r006,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,0.0,1,1,1,0,1,0,0,0,1,1,1,1,1,0
quumble__W2__claude-sonnet-4-6__t0__r007,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,0.0,1,1,1,0,1,0,0,0,1,1,1,1,1,0
quumble__W2__claude-sonnet-4-6__t0__r008,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,0.0,1,1,0,0,1,0,1,0,0,0,1,1,0,0
quumble__W2__claude-sonnet-4-6__t0__r009,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,0.0,1,1,1,0,1,0,1,0,1,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t0__r010,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,0.0,1,1,1,0,1,0,1,0,1,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t0__r011,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,0.0,1,1,1,0,1,0,0,0,1,1,1,1,1,0
quumble__W2__claude-sonnet-4-6__t0__r012,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,0.0,1,1,1,0,1,0,1,0,1,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t0__r013,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,0.0,1,1,1,0,1,1,1,0,1,0,1,0,1,0
quumble__W2__claude-sonnet-4-6__t0__r014,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,0.0,1,1,1,0,1,1,1,0,1,0,1,0,1,0
quumble__W2__claude-sonnet-4-6__t0__r015,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,0.0,1,1,1,0,1,1,0,0,1,1,1,1,0,0
quumble__W2__claude-sonnet-4-6__t0__r016,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,0.0,1,1,1,0,1,1,1,0,1,0,1,0,1,0
quumble__W2__claude-sonnet-4-6__t0__r017,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,0.0,1,1,0,0,1,1,1,0,0,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t0__r018,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,0.0,1,1,0,0,1,1,1,0,0,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t0__r019,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,0.0,1,1,1,0,1,1,1,0,1,0,1,0,1,0
quumble__W2__claude-sonnet-4-6__t0__r020,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,0.0,1,1,0,0,1,0,1,0,0,0,1,1,0,0
quumble__W2__claude-sonnet-4-6__t0__r021,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,0.0,1,1,0,0,1,1,1,0,0,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t0__r022,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,0.0,1,1,1,0,1,0,1,0,1,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t0__r023,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,0.0,1,1,0,0,1,1,1,0,0,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t0__r024,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,0.0,1,1,1,0,1,0,0,0,1,1,1,1,1,0
quumble__W2__claude-sonnet-4-6__t0__r025,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,0.0,1,1,0,0,1,0,1,0,0,0,1,1,0,0
quumble__W2__claude-sonnet-4-6__t0__r026,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,0.0,1,1,1,0,1,1,1,0,1,0,1,0,1,0
quumble__W2__claude-sonnet-4-6__t0__r027,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,0.0,1,1,1,0,1,0,0,0,1,1,1,1,1,0
quumble__W2__claude-sonnet-4-6__t0__r028,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,0.0,1,1,1,0,1,0,0,0,1,1,1,1,1,0
quumble__W2__claude-sonnet-4-6__t0__r029,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,0.0,1,1,0,0,1,0,1,0,0,0,1,1,0,0
quumble__W2__claude-sonnet-4-6__t0__r030,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,0.0,1,1,1,0,1,1,1,0,1,0,1,0,1,0
quumble__W2__claude-sonnet-4-6__t1__r001,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,0,1,1,0,1,0,1,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r002,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,0,1,0,1,0,1,1,0,1,1,1
quumble__W2__claude-sonnet-4-6__t1__r003,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,0,1,0,1,0,1,0,1,0,1,0
quumble__W2__claude-sonnet-4-6__t1__r004,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,0,1,0,1,0,1,1,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r005,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,0,1,0,1,0,1,1,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r006,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0
quumble__W2__claude-sonnet-4-6__t1__r007,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,1,1,0,1,0,0,1,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r008,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,0,0,1,0,1,0,0,0,1,1,0,0
quumble__W2__claude-sonnet-4-6__t1__r009,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r010,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,0,1,1,0,1,0,0,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r011,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,0,0,1,0,1,0,1,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r012,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,0,1,0,0,1,0,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r013,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,0,1,0,1,0,1,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r014,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,1,1,1,0,0,1,0,1,1,1,1
quumble__W2__claude-sonnet-4-6__t1__r015,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,0,1,1,0,1,0,0,0,1,0,0,0
quumble__W2__claude-sonnet-4-6__t1__r016,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,0,1,0,1,0,0,0,0,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r017,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,0,0,1,0,1,0,1,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r018,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,0,0,1,0,1,0,1,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r019,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,0,0,1,0,1,0,0,1,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r020,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,0,1,0,1,0,1,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r021,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,0,1,0,1,0,0,1,1,1,0,0
quumble__W2__claude-sonnet-4-6__t1__r022,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,0,1,0,1,0,1,1,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r023,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,0,0,1,0,0,0,1,1,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r024,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,0,1,0,1,1,1,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r025,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,0,1,0,1,0,1,1,1,1,0,1
quumble__W2__claude-sonnet-4-6__t1__r026,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r027,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,0,1,0,1,1,0,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r028,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,0,1,1,0,1,0,0,0,1,1,0,0
quumble__W2__claude-sonnet-4-6__t1__r029,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,0,1,1,0,1,0,0,0,1,0,0,1
quumble__W2__claude-sonnet-4-6__t1__r030,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,0,0,1,0,0,1,1,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r031,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,0,0,1,0,1,0,1,0,1,1,0,1
quumble__W2__claude-sonnet-4-6__t1__r032,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,0,1,0,1,0,0,0,1,1,0,1
quumble__W2__claude-sonnet-4-6__t1__r033,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,0,0,1,0,1,0,1,1,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r034,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,0,1,0,1,0,1,0,1,1,1,1
quumble__W2__claude-sonnet-4-6__t1__r035,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,0,0,1,0,1,0,1,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r036,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,0,0,1,0,1,0,0,0,1,1,0,0
quumble__W2__claude-sonnet-4-6__t1__r037,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,0,0,1,0,1,0,1,0,1,1,1,1
quumble__W2__claude-sonnet-4-6__t1__r038,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,0,0,1,0,0,0,0,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r039,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r040,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,0,1,0,1,0,1,1,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r041,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,1,0,0,0,1,1,1,1,1,1,1
quumble__W2__claude-sonnet-4-6__t1__r042,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,0,0,1,0,0,1,1,0,1,1,1,1
quumble__W2__claude-sonnet-4-6__t1__r043,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,1,1,0,0,0,0,1,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r044,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,0,0,1,0,0,0,0,1,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r045,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,0,1,1,1,0,1,1,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r046,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,0,0,1,1,1,1,1,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r047,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r048,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,0,1,1,0,0,0,1,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r049,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,0,1,1,0,0,1,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r050,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,0,0,1,0,1,0,0,1,1,1,1,1
quumble__W2__claude-sonnet-4-6__t1__r051,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,0,0,1,0,1,0,0,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r052,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,0,1,1,0,0,1,1,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r053,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,0,0,0,0,0,0,0,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r054,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,0,1,0,1,0,0,1,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r055,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,0,1,1,1,0,1,1,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r056,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,0,0,1,0,0,0,1,0,1,1,1,1
quumble__W2__claude-sonnet-4-6__t1__r057,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
quumble__W2__claude-sonnet-4-6__t1__r058,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,0,1,0,1,0,1,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r059,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,0,1,0,1,0,0,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r060,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,0,1,0,1,0,1,0,0,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r061,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,0,0,1,0,0,1,0,1,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r062,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,0,0,0,0,0,0,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r063,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,0,1,1,1,0,0,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r064,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,0,1,0,1,0,1,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r065,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,0,1,0,1,0,0,1,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r066,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,0,1,0,1,0,0,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r067,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,0,0,1,0,1,0,1,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r068,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,0,1,0,1,0,1,0,1,1,1,1
quumble__W2__claude-sonnet-4-6__t1__r069,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,1,1,1,1,0,0,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r070,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,0,0,1,0,1,0,0,1,1,1,0,0
quumble__W2__claude-sonnet-4-6__t1__r071,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,0,0,1,1,1,0,0,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r072,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,0,1,0,1,0,0,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r073,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,0,0,1,1,0,0,1,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r074,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,0,1,0,0,0,0,1,1,1,0,0
quumble__W2__claude-sonnet-4-6__t1__r075,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,0,0,1,0,1,0,1,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r076,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,0,1,0,1,0,0,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r077,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,0,1,0,0,1,1,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r078,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,0,1,0,1,0,0,0,1,1,0,0
quumble__W2__claude-sonnet-4-6__t1__r079,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,0,0,1,0,0,0,0,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r080,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,0,0,1,0,1,0,0,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r081,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,1,0,1,0,0,0,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r082,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,0,0,1,1,1,1,0,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r083,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,0,1,1,1,0,0,0,1,1,1,1
quumble__W2__claude-sonnet-4-6__t1__r084,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,0,1,0,0,0,1,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r085,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,1,1,0,1,1,0,0,0,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r086,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,0,0,1,0,0,0,1,0,1,1,1,1
quumble__W2__claude-sonnet-4-6__t1__r087,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,0,1,0,1,0,1,1,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r088,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,0,0,1,0,0,0,1,0,1,1,1,1
quumble__W2__claude-sonnet-4-6__t1__r089,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,1,0,1,0,1,0,0,1,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r090,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,0,1,1,0,1,0,1,1,0,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r091,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,0,0,1,0,1,0,1,0,1,1,1,0
quumble__W2__claude-sonnet-4-6__t1__r092,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,0,0,1,0,1,0,1,0,1,1,0,0
quumble__W2__claude-sonnet-4-6__t1__r093,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quumble__W2__claude-sonnet-4-6__t1__r094,quumble,target,self,W2,claude-sonnet-4-6,anthropic,mid,1.0,1,1,0,1,1,0,0,1,1,0,1,1,1,0
